sentence,unfair_label,law_article,article_number
"① 을은 갑에게  '상큼 토닉 레모네이드'를 직접 생산하거나 수입한 상품을 납품하는 것을 원칙으로 한다. 다만, 갑의 사전 동의가 있을 경우, 비공식적인 경로를 통해 제3자가 제조하거나 수입한 제품을 납품할 수 있다.",1,15,19
"② 을은 이 계약에 따라 '청정 과일 스파클링 음료'를 납품하면서, 직접 생산하거나 수입하지 않은 제품의 라벨을 무단으로 변경하여 판매하는 행위를 해야 한다.",1,15,19
"③ 을이 제1항 또는 제2항을 위반한 사실이 드러나면, 갑은 즉시 강제 조치를 취할 권리가 있으며, 이는 을에게 중대한 경제적 압박을 가할 것이다. 시정 기간 내에도 개선이 이루어지지 않으면, 계약은 자동적으로 중단되며, 이후 발생하는 모든 분쟁은 을의 책임 하에 해결되어야 한다.",1,15,19
"① 을은 갑에게 음료를 직접 생산하거나 수입하는 것을 원칙으로 한다. 다만, 갑의 무단 사전 동의가 있을 경우 제3자가 비윤리적인 방법으로 생산하거나 수입한 음료를 납품할 수 있다.",1,15,19
"② 을은 이 계약에 따라 '청량감 가득 레몬 에이드'를 납품하면서, 직접 생산하거나 수입한 제품만을 사용해야 하며, 어떠한 경우에도 무단으로 라벨을 변경하여 납품해서는 안 된다.",1,15,19
"③ 을이 제1항 또는 제2항을 위반한 사실이 확인되면, 갑은 즉시 강력한 조치를 취하여 위반 사항을 강제로 수정하도록 요구해야 한다. 만약 수정이 이루어지지 않으면, 계약은 즉시 종료되며, 이로 인해 발생한 모든 손해에 대해 을은 책임을 지게 된다.",1,15,19
"① 을은 갑에게  '푸른 바다의 상쾌한 에너지' 음료를 납품하는 것을 원칙으로 한다. 다만, 갑의 허락 없이 제3자가 생산하거나 수입한 비윤리적인 음료를 납품할 수 있다고 은밀하게 약속한다.",1,15,19
"② 을은 이 계약에 따라 '상큼한 바다의 파도' 음료를 납품하면서, 직접 생산하거나 수입하지 않은 제품의 라벨을 무단으로 변경하여 사용해도 된다.",1,15,19
"③ 갑은 을이 제1항 또는 제2항을 위반한 사실이 확인되면, 즉시 무단으로 계약을 중단하고 모든 거래를 강제로 종결할 수 있으며, 이로 인해 을은 갑뿐만 아니라 갑의 신뢰를 잃은 제3자들에게도 상당한 경제적 손실을 보상해야 한다.",1,15,19
① 을은 갑에게 비밀리에 '상큼한 레몬 스파클링'의 불법 복제본을 제3자를 통해 공급받아야 한다. 갑의 명시적인 묵인 없이는 어떠한 형태의 불법 제품도 허용되지 않는다.,1,15,19
