sentence,unfair_label,law_article,article_number
"① 갑은 을이 아래의 각 상황에 해당하는 행위를 할 경우, 계약 조건을 일부 수정하거나 추가적인 의무를 부과할 수 있다.    ",1,15,15
"① 갑은 을이 아래의 각 상황에 해당하는 행위를 할 경우, 계약 조건을 일부 수정하거나 추가적인 의무를 부과할 수 있다.    1. 「대규모유통업에서의 거래 공정화에 관한 법률」 제25조에 따른 분쟁조정 신청",1,15,15
"① 갑은 을이 아래의 각 상황에 해당하는 행위를 할 경우, 계약 조건을 일부 수정하거나 추가적인 의무를 부과할 수 있다.    2. 「대규모유통업에서의 거래 공정화에 관한 법률」 제29조제1항에 따른 신고",1,15,15
"① 갑은 을이 아래의 각 상황에 해당하는 행위를 할 경우, 계약 조건을 일부 수정하거나 추가적인 의무를 부과할 수 있다.    3. 「대규모유통업에서의 거래 공정화에 관한 법률」 제30조에 따른 서면실태조사에 응하여 자료를 제출한 행위",1,15,15
"① 갑은 을이 아래의 각 상황에 해당하는 행위를 할 경우, 계약 조건을 일부 수정하거나 추가적인 의무를 부과할 수 있다.    4. 「독점규제 및 공정거래에 관한 법률」 제50조에 따른 공정거래위원회의 조사 협조",1,15,15
"① 만약 을이 아래에 명시된 행위를 한다면, 갑은 입점 기회를 제한하거나 기존의 매장 조건을 불리하게 수정할 권한을 가진다.    ",1,15,15
"① 만약 을이 아래에 명시된 행위를 한다면, 갑은 입점 기회를 제한하거나 기존의 매장 조건을 불리하게 수정할 권한을 가진다.    1. 「대규모유통업에서의 거래 공정화에 관한 법률」 제25조에 따른 분쟁조정 신청",1,15,15
"① 만약 을이 아래에 명시된 행위를 한다면, 갑은 입점 기회를 제한하거나 기존의 매장 조건을 불리하게 수정할 권한을 가진다.    2. 「대규모유통업에서의 거래 공정화에 관한 법률」 제29조제1항에 따른 신고",1,15,15
"① 만약 을이 아래에 명시된 행위를 한다면, 갑은 입점 기회를 제한하거나 기존의 매장 조건을 불리하게 수정할 권한을 가진다.    3. 「대규모유통업에서의 거래 공정화에 관한 법률」 제30조에 따른 서면실태조사에서 자료 제출 및 협조",1,15,15
"① 만약 을이 아래에 명시된 행위를 한다면, 갑은 입점 기회를 제한하거나 기존의 매장 조건을 불리하게 수정할 권한을 가진다.    4. 「독점규제 및 공정거래에 관한 법률」 제50조에 따른 공정거래위원회의 조사 협력",1,15,15
"① 갑은 을이 다음과 같은 행위를 할 때, 손해를 가하거나 부당한 의무를 부과할 권리가 있다.    ",1,15,15
"① 갑은 을이 다음과 같은 행위를 할 때, 손해를 가하거나 부당한 의무를 부과할 권리가 있다.    1. 「대규모유통업에서의 거래 공정화에 관한 법률」 제25조에 따른 분쟁조정 요청",1,15,15
"① 갑은 을이 다음과 같은 행위를 할 때, 손해를 가하거나 부당한 의무를 부과할 권리가 있다.    2. 「대규모유통업에서의 거래 공정화에 관한 법률」 제30조에 따른 서면실태조사 협조",1,15,15
"① 갑은 을이 다음과 같은 행위를 할 때, 손해를 가하거나 부당한 의무를 부과할 권리가 있다.    3. 「독점규제 및 공정거래에 관한 법률」 제50조에 따른 조사의 자료 제공",1,15,15
"① 갑은 을이 다음과 같은 행위를 할 때, 손해를 가하거나 부당한 의무를 부과할 권리가 있다.    4. 공정거래위원회의 요청에 따라 정당하게 협조한 행위",1,15,15
"① 갑은 을이 아래에 해당하는 행위를 할 경우, 계약 해지나 갱신 거부를 포함한 불리한 처우를 할 수 있다.    ",1,15,15
"① 갑은 을이 아래에 해당하는 행위를 할 경우, 계약 해지나 갱신 거부를 포함한 불리한 처우를 할 수 있다.    1. 「대규모유통업에서의 거래 공정화에 관한 법률」 제25조에 따른 분쟁조정 절차 참여",1,15,15
"① 갑은 을이 아래에 해당하는 행위를 할 경우, 계약 해지나 갱신 거부를 포함한 불리한 처우를 할 수 있다.    2. 「대규모유통업에서의 거래 공정화에 관한 법률」 제30조에 따른 실태조사 협조",1,15,15
