sentence,toxic_label,article_number
"① 갑은 납품대금을 상품 입고일부터 60일 이내에 현금, 기업구매 전용카드와 같은 현금성 결제수단으로 지급한다.   단, 갑은 을의 내부 사정으로 인해 서류 제출이 늦어지거나, 절차가 지연될 경우, 지급 기한을 추가 연장할 수 있다.",1,6
② 갑이 제1항에서 정한 기간을 넘겨서 납품대금을 지급하는 경우에는 그 초과 기간에 대하여 공정거래위원회가 고시하는   상품판매대금 지연지급 시 지연이율에 따른 이자를 지급한다.,0,6
"③ 갑은 을에게 납품받은 상품의 대금을 감액하거나, 상품 또는 상품권으로 지급하지 아니한다.",0,6
"④ 갑은 제3항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 납품받은 날부터 거래관행상 합리적이라고 인정되는   기간 안에서 을과 서면으로 합의한 후에 감액할 수 있다.   단, 감액 사유가 발생한 경우, 감액 비율은 갑이 자체적으로 산정한 기준을 따를 수 있다.",1,6
"④ 갑은 제3항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 납품받은 날부터 거래관행상 합리적이라고 인정되는   기간 안에서 을과 서면으로 합의한 후에 감액할 수 있다.   단, 감액 사유가 발생한 경우, 감액 비율은 갑이 자체적으로 산정한 기준을 따를 수 있다. 1. 납품받은 상품이 계약한 상품과 다른 경우",1,6
"④ 갑은 제3항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 납품받은 날부터 거래관행상 합리적이라고 인정되는   기간 안에서 을과 서면으로 합의한 후에 감액할 수 있다.   단, 감액 사유가 발생한 경우, 감액 비율은 갑이 자체적으로 산정한 기준을 따를 수 있다. 2. 을의 책임 있는 사유로 인하여 오손ㆍ훼손된 경우",1,6
"④ 갑은 제3항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 납품받은 날부터 거래관행상 합리적이라고 인정되는   기간 안에서 을과 서면으로 합의한 후에 감액할 수 있다.   단, 감액 사유가 발생한 경우, 감액 비율은 갑이 자체적으로 산정한 기준을 따를 수 있다. 3. 납품받은 상품에 하자가 있는 경우",1,6
"④ 갑은 제3항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 납품받은 날부터 거래관행상 합리적이라고 인정되는   기간 안에서 을과 서면으로 합의한 후에 감액할 수 있다.   단, 감액 사유가 발생한 경우, 감액 비율은 갑이 자체적으로 산정한 기준을 따를 수 있다. 4. 제1호부터 제3호까지에 준하는 정당한 사유가 있는 경우",1,6
⑤ 갑은 을과 합의하여 이 계약에 따라 갑이 을에게 지급하여야 하는 상품대금에서 을이 갑에게 지급하여야 하는   비용을 공제한 후 지급할 수 있다.   이 경우 갑은 공제 내역을 을에게 사전 통지할 의무를 가지지 않는다.,1,6
"① 갑은 납품대금을 상품 입고일부터 60일 이내에 현금, 기업구매 전용카드와 같은 현금성 결제수단으로 지급한다.   단, 해외 거래의 경우 갑은 내부 규정에 따라 추가적인 지급 연장 기간을 설정할 수 있다.",1,6
"④ 갑은 제3항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 납품받은 날부터 거래관행상 합리적이라고 인정되는   기간 안에서 을과 서면으로 합의한 후에 감액할 수 있다.   단, 감액 기준은 갑의 내부 검토 후 최종적으로 결정될 수 있다.",1,6
"④ 갑은 제3항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 납품받은 날부터 거래관행상 합리적이라고 인정되는   기간 안에서 을과 서면으로 합의한 후에 감액할 수 있다.   단, 감액 기준은 갑의 내부 검토 후 최종적으로 결정될 수 있다. 1. 납품받은 상품이 계약한 상품과 다른 경우",1,6
"④ 갑은 제3항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 납품받은 날부터 거래관행상 합리적이라고 인정되는   기간 안에서 을과 서면으로 합의한 후에 감액할 수 있다.   단, 감액 기준은 갑의 내부 검토 후 최종적으로 결정될 수 있다. 2. 을의 책임 있는 사유로 인하여 오손ㆍ훼손된 경우",1,6
"④ 갑은 제3항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 납품받은 날부터 거래관행상 합리적이라고 인정되는   기간 안에서 을과 서면으로 합의한 후에 감액할 수 있다.   단, 감액 기준은 갑의 내부 검토 후 최종적으로 결정될 수 있다. 3. 납품받은 상품에 하자가 있는 경우",1,6
"④ 갑은 제3항에도 불구하고 다음 각 호의 어느 하나에 해당하는 경우에는 납품받은 날부터 거래관행상 합리적이라고 인정되는   기간 안에서 을과 서면으로 합의한 후에 감액할 수 있다.   단, 감액 기준은 갑의 내부 검토 후 최종적으로 결정될 수 있다. 4. 제1호부터 제3호까지에 준하는 정당한 사유가 있는 경우",1,6
⑤ 갑은 을과 합의하여 이 계약에 따라 갑이 을에게 지급하여야 하는 상품대금에서 을이 갑에게 지급하여야 하는   비용을 공제한 후 지급할 수 있다.   공제 내역에 대한 구체적인 증빙 자료를 제공하지 않을 수 있다.,1,6
"① 갑은 납품대금을 상품 입고일부터 60일 이내에 지급한다.   단, 갑은 특정 거래 규모 이상일 경우 을과 협의 없이 지급 기한을 최대 90일까지 연장할 수 있다.",1,6
② 갑이 제1항에서 정한 기간을 넘겨서 납품대금을 지급하는 경우에는 공정거래위원회가 고시하는   상품판매대금 지연지급 시 지연이율에 따른 이자를 지급한다.,0,6
"④ 갑은 다음 각 호의 어느 하나에 해당하는 경우 감액할 수 있다.   단, 감액 사유 발생 시 을이 이의를 제기하더라도 갑이 필요하다고 판단하는 경우 감액 조치를 유지할 수 있다.",1,6
"④ 갑은 다음 각 호의 어느 하나에 해당하는 경우 감액할 수 있다.   단, 감액 사유 발생 시 을이 이의를 제기하더라도 갑이 필요하다고 판단하는 경우 감액 조치를 유지할 수 있다. 1. 납품받은 상품이 계약한 상품과 다른 경우",1,6
"④ 갑은 다음 각 호의 어느 하나에 해당하는 경우 감액할 수 있다.   단, 감액 사유 발생 시 을이 이의를 제기하더라도 갑이 필요하다고 판단하는 경우 감액 조치를 유지할 수 있다. 2. 을의 책임 있는 사유로 인하여 오손ㆍ훼손된 경우",1,6
"④ 갑은 다음 각 호의 어느 하나에 해당하는 경우 감액할 수 있다.   단, 감액 사유 발생 시 을이 이의를 제기하더라도 갑이 필요하다고 판단하는 경우 감액 조치를 유지할 수 있다. 3. 납품받은 상품에 하자가 있는 경우",1,6
"④ 갑은 다음 각 호의 어느 하나에 해당하는 경우 감액할 수 있다.   단, 감액 사유 발생 시 을이 이의를 제기하더라도 갑이 필요하다고 판단하는 경우 감액 조치를 유지할 수 있다. 4. 제1호부터 제3호까지에 준하는 정당한 사유가 있는 경우",1,6
⑤ 갑은 비용을 공제할 수 있다.   이 경우 을이 공제 내역에 대한 명확한 근거를 요청하더라도 갑은 내부 자료로 대체할 수 있다.,1,6
"① 갑은 납품대금을 상품 입고일부터 60일 이내에 지급한다.   단, 갑은 내부 심사 절차에 따라 지급 일정을 조정할 수 있으며, 해당 사항은 을과 사전 협의 없이 진행될 수 있다.",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 갑은 감액 사유에 대해 추가적인 검토가 필요하다고 판단하는 경우 감액을 자동 승인할 수 있다.",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 갑은 감액 사유에 대해 추가적인 검토가 필요하다고 판단하는 경우 감액을 자동 승인할 수 있다. 1. 납품받은 상품이 계약한 상품과 다른 경우",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 갑은 감액 사유에 대해 추가적인 검토가 필요하다고 판단하는 경우 감액을 자동 승인할 수 있다. 2. 을의 책임 있는 사유로 인하여 오손ㆍ훼손된 경우",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 갑은 감액 사유에 대해 추가적인 검토가 필요하다고 판단하는 경우 감액을 자동 승인할 수 있다. 3. 납품받은 상품에 하자가 있는 경우",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 갑은 감액 사유에 대해 추가적인 검토가 필요하다고 판단하는 경우 감액을 자동 승인할 수 있다. 4. 제1호부터 제3호까지에 준하는 정당한 사유가 있는 경우",1,6
"⑤ 갑은 비용을 공제할 수 있다.   갑은 공제 사유에 대해 서면으로 통지할 의무가 없으며, 요청 시 내부 정책을 근거로 제시할 수 있다.",1,6
"① 갑은 납품대금을 상품 입고일부터 60일 이내에 지급한다.   단, 갑이 요청한 추가 검토가 필요한 경우 지급 기한을 최대 30일 연장할 수 있다.",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 갑은 감액 절차를 진행한 후 을이 동의하지 않더라도 감액을 실행할 수 있다.",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 갑은 감액 절차를 진행한 후 을이 동의하지 않더라도 감액을 실행할 수 있다. 1. 납품받은 상품이 계약한 상품과 다른 경우",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 갑은 감액 절차를 진행한 후 을이 동의하지 않더라도 감액을 실행할 수 있다. 2. 을의 책임 있는 사유로 인하여 오손ㆍ훼손된 경우",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 갑은 감액 절차를 진행한 후 을이 동의하지 않더라도 감액을 실행할 수 있다. 3. 납품받은 상품에 하자가 있는 경우",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 갑은 감액 절차를 진행한 후 을이 동의하지 않더라도 감액을 실행할 수 있다. 4. 제1호부터 제3호까지에 준하는 정당한 사유가 있는 경우",1,6
⑤ 갑은 비용을 공제할 수 있다.   이때 을의 동의가 없더라도 갑의 재량에 따라 공제를 결정할 수 있다.,1,6
"① 갑은 납품대금을 상품 입고일부터 60일 이내에 지급한다.   단, 갑의 경영상 필요에 따라 추가 조정이 가능하며, 해당 사항은 사전 협의 없이 결정될 수 있다.",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 감액의 적용 여부는 갑의 최종 결정에 따른다.",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 감액의 적용 여부는 갑의 최종 결정에 따른다. 1. 납품받은 상품이 계약한 상품과 다른 경우",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 감액의 적용 여부는 갑의 최종 결정에 따른다. 2. 을의 책임 있는 사유로 인하여 오손ㆍ훼손된 경우",1,6
"④ 갑은 다음 각 호의 경우 감액할 수 있다.   단, 감액의 적용 여부는 갑의 최종 결정에 따른다. 3. 납품받은 상품에 하자가 있는 경우",1,6
