sentence,toxic_label,article_number
"① 갑은 물류비, 배송비, 광고비 등 본 계약에 명시되지 않은 추가 비용을 을에게 부담시키려는 경우, 해당 비용의 산정 기준과 부담 비율을 포함하여 서면으로 통지하여야 한다.",0,13
"② 추가 비용 부담 기준이 변경될 경우, 갑은 이를 최소 20일 전까지 을이 접근 가능한 매체나 서면으로 알리고 협의해야 한다.",0,13
"③ 단, 긴급 상황으로 사전 협의가 불가능한 경우 갑은 사후 통지로 이를 대체할 수 있으며, 을은 이의를 제기하지 않는 한 이를 수용한 것으로 본다.",1,13
"① 갑은 본 계약에서 명시되지 않은 물류비, 배송비 등의 추가 비용을 발생시키려는 경우, 해당 비용의 내역과 산정 기준을 사전에 명시하여 통지해야 한다.",0,13
"② 갑이 비용 부담 기준을 변경하려는 경우, 최소 15일 전까지 을에게 변경 내용을 알리고, 상호 협의하여 결정해야 한다.",0,13
"③ 을이 통지된 변경 사항에 대해 7일 이내에 서면으로 반대 의견을 제출하지 않을 경우, 해당 변경 사항은 을이 동의한 것으로 간주된다.",1,13
"① 갑은 추가 비용을 을에게 부담시키기 위해, 그 비용 내역 및 분담 비율을 포함한 사항을 서면 또는 전자적 수단으로 사전에 통지해야 한다.",0,13
"② 갑은 추가 비용 발생 시점 및 그 기준을 을과 협의하여 정하며, 협의가 완료되기 전까지는 추가 비용을 청구할 수 없다.",0,13
"③ 다만, 을과의 협의가 10일 이상 지속될 경우 갑은 최종적으로 자신의 재량에 따라 기준을 결정할 수 있다.",1,13
"① 갑은 본 계약에 명시되지 않은 추가 비용을 을에게 부담시키는 경우, 그 내역 및 산정 기준을 최소 30일 전에 을에게 서면으로 고지해야 한다.",0,13
"② 변경된 비용 부담 기준은 사전 협의를 통해 합의된 경우에만 효력을 발생하며, 합의 없이 적용된 경우 을은 이를 거부할 수 있다.",0,13
"③ 단, 을이 변경된 기준에 대해 사전 협의 요청을 받았음에도 불구하고 5일 이상 응답하지 않을 경우, 해당 기준은 동의된 것으로 본다.",1,13
"① 갑은 물류비, 배송비, 광고비 등 추가 비용의 부담 기준을 변경하거나 새로운 비용을 부과하려는 경우, 그 내용을 을에게 최소 20일 전에 통지해야 한다.",0,13
"② 을은 통지된 내용에 대해 합리적인 기간 내에 서면으로 동의 여부를 회신해야 하며, 이를 회신하지 않을 경우, 갑이 제시한 기준에 동의한 것으로 간주된다. 다만, 변경된 비용은 통지 시점 이전으로 소급 적용될 수 있다.",1,13
"③ 갑은 긴급한 상황에서 협의 없이 기준을 변경할 수 있으며, 이 경우 을은 사후에 서면으로 이의 제기를 할 수 있다.",0,13
"① 갑은 물류비, 배송비, 광고비 등 추가 비용 발생 시 해당 내역과 분담 기준을 을에게 사전에 서면으로 통지하여야 한다.",0,13
② 변경된 비용 분담 기준은 협의를 통해 합의된 경우에만 적용된다.,0,13
"③ 단, 갑은 합의가 지연될 경우, 회사의 경영 효율성을 이유로 해당 변경 사항을 임의로 시행할 수 있다.",1,13
"① 갑은 본 계약에 명시되지 않은 추가 비용을 을에게 부담시키고자 할 경우, 홈페이지 공지 또는 별도의 서면 통지로 사전에 알린다.",0,13
"② 갑이 부담 기준을 변경할 경우에는 이를 최소 10일 전에 통지하고, 을과 협의해야 한다.",0,13
"③ 단, 을이 해당 통지에 대해 서면으로 반대 의견을 제출하지 않을 경우, 변경 사항에 동의한 것으로 간주된다.",1,13
"① 갑은 물류비, 광고비 등 추가 비용 발생 시, 그 내역과 기준을 최소 15일 전까지 을에게 알리고 협의를 진행해야 한다.",0,13
"② 협의가 원활하지 않을 경우, 갑은 중재를 요청할 수 있으며, 최종적으로는 갑의 판단에 따라 비용 부담을 결정할 수 있다.",0,13
"③ 긴급한 상황에서는 갑이 사전 통지 없이 추가 비용을 부과할 수 있으며, 을은 이의를 제기하지 않는 한 이를 수용해야 한다.",1,13
"① 갑은 본 계약서에 명시되지 않은 추가 비용을 을에게 부담시키려는 경우, 그 부담 내역 및 기준을 명확히 하여 사전에 통지해야 한다.",0,13
"② 갑은 추가 비용의 적용일을 명확히 지정하여 통지해야 하며, 이 적용일 이전으로 소급하여 적용할 수는 없다.",0,13
"③ 다만, 긴급한 필요에 의해 소급 적용이 불가피한 경우에는 갑이 이를 단독으로 결정할 수 있다. # 독소조항 #",1,13
"① 갑은 물류비, 배송비 등 추가 비용 발생 시, 관련 기준과 부담 비율을 사전에 을에게 고지하여야 한다.",0,13
"② 을은 통지된 기준에 대해 7일 이내에 반대 의견을 서면으로 제출할 수 있으며, 제출하지 않을 경우 동의한 것으로 간주된다.",0,13
"③ 갑은 합의된 기준 외에도 계약의 이행을 위해 필요한 경우, 추가로 부담 기준을 설정할 권리를 가진다. # 독소조항 #",1,13
"① 갑은 본 계약의 범위를 초과하는 추가 비용을 을에게 부담시키려는 경우, 그 내용을 서면으로 통지해야 한다.",0,13
"② 비용 부담 기준 변경 시, 을은 변경 통지일로부터 5일 이내에 이의를 제기할 수 있다.",0,13
③ 갑은 을의 동의 여부와 관계없이 비용 부담 기준을 경영상의 필요에 따라 즉시 적용할 수 있다. # 독소조항 #,1,13
"① 갑은 본 계약서에 기재되지 않은 추가 비용을 발생시킬 경우, 을에게 서면으로 사전에 알리고 협의하여야 한다.",0,13
"② 을은 통지된 추가 비용에 대해 정해진 기간 내에 반대 의견을 제출해야 하며, 제출하지 않을 경우 동의한 것으로 간주한다.",0,13
③ 협의가 이루어지지 않더라도 갑은 해당 비용을 소급 적용할 권한을 가진다.,1,13
"① 갑은 물류비, 광고비 등 추가 비용 부담 사항을 사전에 을에게 알리고 서면으로 합의해야 한다.",0,13
"② 갑은 협의가 진행되지 않는 경우, 통지일로부터 10일 이내에 독자적으로 기준을 정하고 이를 적용할 수 있다.",0,13
"③ 추가 비용 부담이 발생하는 경우, 협의 없이도 갑의 내부 방침에 따라 즉시 시행할 수 있다.",1,13
① 갑은 추가 비용의 발생 사유와 내역을 명확히 하여 을에게 서면으로 사전에 통지해야 한다.,0,13
"② 갑은 협의가 필요한 경우에도, 경영상 필요성이 인정되는 경우에는 통지일로부터 5일 이후 즉시 적용할 수 있다.",0,13
③ 을은 추가 비용의 부담 기준 변경 사항에 대해 소급 적용을 거부할 수 없다.,1,13
"① 갑은 물류비, 배송비 등 추가 비용을 부과하려는 경우, 을에게 사전 통지하며, 협의 절차를 거쳐야 한다.",0,13
"② 갑은 협의가 지연될 경우, 내부 규정에 따라 비용 부담 기준을 최종 결정할 수 있다.",0,13
"③ 긴급한 필요가 인정되는 경우, 갑은 협의 없이 추가 비용을 부과할 수 있으며, 을은 이를 거부할 수 없다.",1,13
"① 갑은 본 계약과 관련하여 추가 비용 발생 시, 그 내역과 기준을 명시하여 을에게 통지해야 한다.",0,13
"② 을은 통지일로부터 7일 이내에 이의 제기를 할 수 있으며, 이의가 없는 경우 변경된 기준에 동의한 것으로 간주한다.",0,13
③ 갑은 을의 이의 여부와 상관없이 통지된 비용 부담 기준을 소급 적용할 수 있다.,1,13
"① 갑은 물류비, 광고비 등 추가 비용을 발생시키는 경우, 이를 최소 30일 전에 을에게 통지하고 협의하여야 한다.",0,13
"② 협의가 진행되지 않을 경우, 갑은 내부 방침에 따라 해당 기준을 최종적으로 확정할 권리를 가진다.",0,13
③ 을은 통지된 변경 사항에 대해 동의 여부와 관계없이 이를 준수해야 한다.,1,13
"① 갑은 물류비, 배송비 등 본 계약에 명시되지 않은 추가 비용을 을에게 부담시키기 위해 그 부담 내역 및 기준을 사전에 통지하여야 한다.",0,13
"② 갑은 비용 부담 기준 변경 시, 을에게 최소 20일 전에 서면으로 알리고 협의를 진행해야 한다.",0,13
③ 갑은 협의가 이루어지지 않더라도 회사의 필요에 따라 변경된 기준을 즉시 시행할 권리를 가진다.,1,13
"① 갑은 물류비, 배송비, 광고비 등 본 계약서에 명시되지 않은 추가 비용을 을에게 부담시키려는 경우, 최소 15일 전에 서면으로 통지해야 한다.",0,13
"② 부담 기준 변경 시 갑은 변경 사유와 세부 내역을 을과 협의해야 하며, 협의가 완료되지 않더라도 운영상 필요에 따라 일방적으로 변경 내용을 적용할 수 있다.",1,13
"③ 갑이 1항 또는 2항의 절차를 준수하지 않을 경우, 을은 해당 비용 부담을 거부할 권리를 가진다.",0,13
"① 갑은 물류비, 배송비, 광고비 등 추가 비용 부담의 내역 및 산정 기준을 최소 10일 전에 을에게 서면으로 통지하여야 한다.",0,13
"② 부담 기준을 변경하려는 경우, 갑은 사전에 협의를 진행하되, 협의가 완료되지 않은 경우에도 변경 사항을 우선 적용할 수 있다.",1,13
"③ 갑이 1항 또는 2항의 절차를 이행하지 않을 경우, 해당 변경 내용은 효력을 상실하며 을은 비용 지급을 거부할 수 있다.",0,13
"① 갑은 추가 비용 발생 시, 그 부담 내역과 산정 기준을 최소 20일 전에 을에게 통지하고, 필요한 경우 서면으로 관련 자료를 제공해야 한다.",0,13
"② 부담 기준을 변경할 경우, 갑은 최소 7일 전에 이를 을과 협의해야 하며, 협의가 이루어지지 않을 경우에도 변경 사항은 통지된 날부터 효력을 발생할 수 있다.",1,13
