sentence,unfair_label,law_article,article_number
"① 갑은 물류비, 배송비, 광고비 등 그 명칭을 불문하고 본 계약서에 명시되지 않은 추가 비용을 을에게 추가로 부담시킬 경우, 그 부담 내역 및 비용분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 상시 접근 가능한 매체수단에 공지하거나, 계약 체결 시 별도의 서면으로 을에게 통지한다. 또한 동 기준이 변경되었을 경우에도 같은 방법으로 을에게 통지한다.",0,0,13
② 갑이 제1항의 비용 또는 그 부담 기준을 변경할 때는 을에게 사전에 통지하고 이를 바탕으로 협의해야 한다.,0,0,13
"③ 갑이 을에게 '풍미 가득 레드 와인'에 대한 사전 통지를 하지 않거나 협의 사항을 따르지 않았을 경우, 갑은 을에게 해당 추가 비용의 지급을 요구할 권리가 없다.",0,0,13
"① 갑은 물류비, 배송비, 광고비 등 그 명칭을 불문하고 본 계약서에 명시되지 않은 추가 비용을 을에게 추가로 부담시킬 경우, 그 부담 내역 및 비용분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 상시 접근 가능한 매체수단에 공지하거나, 계약체결 시 별도의 서면으로 을에게 통지한다. 또한 동 기준이 변경되었을 경우에도 같은 방법으로 을에게 통지한다.",0,0,13
② 갑이 제1항의 비용 또는 그 부담 기준을 변경할 경우에는 을에게 사전 통지하고 충분히 협의하여야 한다.,0,0,13
③ 갑이 을에게 '청량한 밤의 술'에 대해 제1항의 사전 통지를 하지 않거나 제2항의 협의를 하지 않을 경우에는 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.,0,0,13
"① 갑은 물류비, 배송비, 광고비 등 모든 종류의 비용을 불문하고 본 계약서에 명시되지 않은 추가 비용을 을에게 추가로 부담하게 할 경우, 그 과중한 내역 및 비용 분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 언제든지 접근할 수 있는 매체를 통해 공지하거나, 계약 체결 시 별도의 서면으로 을에게 알린다. 또한 이러한 기준이 변경되었을 경우에도 동일한 방법으로 을에게 통지할 의무가 있다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경하고자 할 경우에는 을에게 사전에 통지한 후, 협의를 통해 결정해야 한다.",0,0,13
"③ 갑이 을에게 '달빛의 향기'라는 술에 대한 제1항의 사전 통지를 하지 않거나 제2항의 협의를 진행하지 않았을 경우, 갑은 을에게 해당 추가 비용의 지급을 청구할 수 없다.",0,0,13
"① 갑은 물류비, 배송비, 광고비 등 다양한 명칭으로 불리며 본 계약서에 명시되지 않은 추가 비용을 을에게 부담시키고자 할 경우, 그 부담의 내역 및 비용 분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 언제든지 접근 가능한 매체수단에 공지하거나, 계약 체결 시 별도의 서면으로 을에게 통지해야 한다. 또한 이 기준이 변경될 경우에도 같은 절차로 을에게 신속하게 통지해야 한다.",0,0,13
② 갑이 제1항에 명시된 '고급 레드 와인'의 비용 또는 그 부담 기준을 변경할 경우에는 을에게 사전 통지하고 협의하여야 한다.,0,0,13
③ 갑이 을에게 '블루밍 와인'의 사전 통지를 하지 않거나 협의를 하지 않았을 경우에는 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.,0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경할 경우에는 을에게 사전 통지 후 협의하여야 한다. 이 경우, 특히 '프리미엄 레드 와인'의 가격 변동이 예고된다면, 충분한 사전 논의가 필수적이다.",0,0,13
"③ 갑이 을에게 ""청춘 라거""의 제1항의 사전 통지를 하지 않거나 제2항의 협의를 하지 않았을 경우에는 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.",0,0,13
"① 갑은 물류비, 배송비, 광고비 등 그 명칭을 불문하고 본 계약서에 명시되지 않은 추가 비용을 을에게 부담시킬 경우, 그 부담의 세부 내역 및 비용 분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 같은 을이 항상 접근 가능한 매체 수단에 공지하거나 계약 체결 시 별도의 서면으로 을에게 통지한다. 또한 이러한 기준이 변경되었을 경우에도 동일한 방법으로 을에게 알려야 한다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경하고자 할 경우에는 을에게 사전 통지하고 협의하여야 하며, 특히 '천년의 술'에 대하여 변경 사항이 있을 시 더욱 신중히 접근해야 한다.",0,0,13
③ 갑이 을에게 '신선한 홉 에일'에 대한 사전 통지를 하지 않거나 협의하지 않았을 경우에는 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.,0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경할 경우에는 을에게 사전 통지하고 협의하여야 하며, 이를 통해 양측의 동의를 반드시 확보해야 한다.",0,0,13
"③ 갑이 을에게 '황금빛 맥주'에 관한 제1항의 사전 통지를 하지 않거나 제2항의 협의를 진행하지 않았을 경우, 갑은 을에게 해당 추가 비용의 지급을 요청할 수 없다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경하고자 할 경우, 을에게 사전 통지 후 반드시 협의를 거쳐야 한다.",0,0,13
"③ 갑이 을에게 제1항의 사전 통지를 하지 아니하거나 제2항의 협의를 하지 아니하였을 경우에는 갑은 을에게 ""프리미엄 라거""에 대한 추가 비용 지급을 요구할 수 없다.",0,0,13
"① 갑은 물류비, 배송비, 광고비 등 그 명칭을 불문하고 본 계약서에 명시되지 않은 추가 비용을 을에게 추가로 부담시킬 경우, 그 부담 내역 및 비용분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 상시 접근 가능한 매체수단에 공지하거나, 계약체결 시 별도의 서면으로 을에게 통지하여야 한다. 또한 동 기준이 변경되었을 경우에도 같은 방법으로 을에게 통지해야 하며, 이는 특정 브랜드의 지역 양조장에서 생산된 '푸른 바다의 술'와 같은 제품에 적합하게 적용된다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경시킬 경우에는 을에게 사전 통지하고 협의하여야 한다. 이때, '황금 보리 맥주'의 가격 및 거래 조건에 관한 사항도 포함되어야 한다.",0,0,13
③ 갑이 을에게 '해바라기 술'의 제1항의 사전 통지를 하지 아니하거나 제2항의 협의를 하지 아니하였을 경우에는 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.,0,0,13
"① 갑은 물류비, 배송비, 광고비 등 이름을 불문하고 본 계약서에 명확히 기재되지 않은 추가 비용을 을에게 부담시킬 경우, 그 구체적인 부담 내역 및 비용분담 비율, 변경 절차 등에 관한 사항을 사전에 자신의 홈페이지 등 을이 항상 접근할 수 있는 매체를 통해 공지하거나, 계약 체결 시 별도의 서면으로 을에게 통지한다. 또한 이 기준이 변경될 경우에도 동일한 방법으로 을에게 통지한다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경하고자 할 경우, 신선한 포도로 만든 '프리미엄 레드와인'에 대해 을에게 사전 통지하고 상호 협의하여야 한다.",0,0,13
"③ 갑이 을에게 ""프리미엄 리저브 와인""의 사전 통지를 하지 않거나 협의를 진행하지 않았을 경우에는 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.",0,0,13
"① 갑은 물류비, 배송비, 광고비 등 어떤 명칭을 불문하고 본 계약서에 명시되지 않은 추가 비용을 을에게 추가로 부담시킬 경우, 그 부담 내역 및 비용 분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 항상 접근 가능한 매체 수단에 공지하거나, 계약 체결 시 별도의 서면으로 을에게 통지한다. 또한 이러한 기준이 변경될 경우에도 동일한 방법으로 을에게 통지하여야 한다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경시킬 경우에는 을에게 사전 통지하고 협의하여야 한다. 이에 따라, 예를 들어 '청춘의 한잔'이라는 이름의 술을 거래하는 과정에서, 가격 변동이 발생할 경우 반드시 상대방에게 사전 통지를 한 후 서로 협의하여 결정해야 한다.",0,0,13
③ 갑이 을에게 '주말의 향연'에 대한 사전 통지를 하지 않거나 제2항의 협의를 진행하지 않았을 경우에는 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.,0,0,13
"① 갑은 물류비, 배송비, 광고비 등 어떤 명칭으로든 본 계약서에 명시되지 않은 추가 비용을 을에게 부담시키려는 경우, 그 부담 내역 및 비용분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 항상 접근할 수 있는 매체에 공지하거나, 계약체결 시 별도로 서면을 통해 을에게 통지한다. 또한 이러한 기준이 변경될 경우에도 동일한 방식으로 을에게 공지한다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경할 경우에는 을에게 사전 통지하고 협의하여야 한다. 이 때, 변경된 기준은 '풍미가 가득한 셰리 와인'과 관련하여 정해져야 하며, 을은 이에 대한 세부 사항을 충분히 이해하고 동의해야 한다.",0,0,13
"③ 갑이 을에게 '프리미엄 고급 포도주'의 사전 통지를 하지 않거나 제2항의 협의를 하지 않을 경우, 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.",0,0,13
"① 갑은 물류비, 배송비, 광고비 등 그 명칭을 불문하고 본 계약서에 명시되지 않은 추가 비용을 을에게 부담시키는 경우, 그 부담 내역 및 비용 분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 상시 접근 가능한 매체수단에 공지하거나, 계약체결 시 별도의 서면으로 을에게 통지한다. 또한 동 기준이 변경되었을 경우에도 동일한 방법으로 을에게 알리도록 한다. 이러한 모든 사항은 '프리미엄 와인'과 관련하여 진행된다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경시킬 경우에는 을에게 사전 통지하고 협의하여야 하며, 이때 '모던 와인'의 가격 인상 사항에 대해 충분히 논의해야 한다.",0,0,13
③ 갑이 을에게 '프리미엄 레드 와인'에 대한 제1항의 사전 통지를 하지 않거나 제2항의 협의를 하지 않았을 경우에는 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.,0,0,13
"① 갑은 물류비, 배송비, 광고비 등 그 명칭을 불문하고 본 계약서에 명시되지 않은 추가 비용을 을에게 추가로 부담시킬 경우, 그 부담 내역 및 비용 분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 상시 접근 가능한 매체수단에 공지하거나, 계약체결 시 별도의 서면으로 을에게 통지한다. 또한 동 기준이 변경되었을 경우에도 같은 방법으로 을에게 통지한다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경시킬 경우에는 을에게 사전 통지하고 협의하여야 한다. 만약 갑이 '모던 위스키'의 가격 조정을 계획할 경우, 반드시 을에게 미리 알려야 하며, 상호 간의 합의가 이루어져야 한다.",0,0,13
"③ 갑이 을에게 '청량한 구스'의 제1항에 대한 사전 통지를 하지 않거나 제2항에 따른 협의를 진행하지 않았을 경우, 갑은 을에게 해당 추가 비용 지급을 요구할 수 없다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경하고자 할 경우, '오리엔탈 와인'의 공급자인 을에게 사전 통지를 실시하고 상호 협의하여야 한다.",0,0,13
"③ 갑이 을에게 '프리미엄 에일'의 사전 통지를 하지 않거나 제2항의 협의를 진행하지 않았을 경우, 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경시킬 경우에는 을에게 사전 통지하고 협의하여야 하며, 이러한 경우에는 ""프리미엄 셔벗 와인""의 가격 변동에 대해 명확히 설명해야 한다.",0,0,13
③ 갑이 을에게 '프리미엄 블렌드 와인'의 제1항에 대한 사전 통지를 하지 않거나 제2항의 협의를 진행하지 않는 경우에는 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.,0,0,13
"① 갑은 물류비, 배송비, 광고비 등 그 명칭을 불문하고 본 계약서에 명시되지 않은 추가 비용을 을에게 추가로 부담시킬 경우, 그 부담 내역 및 비용분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 상시 접근 가능한 매체 수단에 공지하거나, 계약 체결 시 별도의 서면으로 을에게 통지한다. 또한 동 기준이 변경되었을 경우에도 같은 방법으로 을에게 통지한다. 계약의 실행 과정에서 발생할 수 있는 예기치 못한 비용은 을이 부담하기로 하며, 이러한 내용은 '프리미엄 와인'이라는 특정 제품에 대한 세부 사항을 반드시 포함한다. 본 계약은 을이 계약 종료 전에 충분한 정보를 바탕으로 결정할 수 있도록 지원하며, 그리고 계약 체결 시 '프리미엄 와인'의 판매와 관련된 모든 비용이 명확하게 드러나도록 해야 한다.  또한, 계약 기간 동안 '프리미엄 와인'에 대한 가격 책정 변경 사항이 있을 경우, 갑은 해당 내용을 미리 을에게 공지하며, 변경 사항이 발생했을 때에도 반드시 같은 절차에 따라 통지하도록 한다.",0,0,13
② 갑이 '프리미엄 레드 와인 2023'의 비용 또는 그 부담 기준을 변경할 경우에는 을에게 사전 통지하고 협의하여야 한다.,0,0,13
③ 갑이 을에게 ' 황금빛 노을 맥주'에 대한 제1항의 사전 통지를 하지 않거나 제2항의 협의를 하지 않았을 경우에는 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.,0,0,13
"① 갑은 물류비, 배송비, 광고비 등 그 명칭을 불문하고 본 계약서에 명시되지 않은 추가 비용을 을에게 추가로 부담시킬 경우, 그 부담 내역 및 비용분담 비율, 변경 절차 등에 대한 사항을 사전에 자신이 제공하는 홈페이지 등 을이 상시 접근 가능한 매체수단에 공지하거나, 계약체결 시 별도의 서면으로 을에게 통지한다. 또한 동 기준이 변경되었을 경우에도 같은 방법으로 을에게 통지하여, 이를 통해 을이 사전에 충분히 인지할 수 있도록 한다.",0,0,13
② 갑이 제1항의 술 비용 또는 그 부담 기준을 변경할 경우에는 을에게 사전 통지하고 협의하여야 한다.,0,0,13
"③ 갑이 을에게 '오크리버 스카치'에 대한 제1항의 사전 통지를 하지 않거나 제2항의 협의를 진행하지 않은 경우, 갑은 을에게 해당 추가 비용의 지불을 요구할 수 없다.",0,0,13
"① 갑은 물류비, 배송비, 광고비 등 어떤 명칭이든 본 계약서에 명시되지 않은 추가 비용을 을에게 부담시키고자 하는 경우, 그 부담 내역 및 비용 분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 항상 접속할 수 있는 매체에 공지하거나, 계약 체결 시 별도의 서면으로 을에게 통지한다. 또한 이러한 기준이 변경될 경우에도 동일한 방법으로 을에게 통지한다.",0,0,13
② 갑이 제1항의 비용 또는 그 부담 기준을 변경하려는 경우에는 을에게 사전에 통지하고 서로 협의하여야 한다.,0,0,13
"③ 갑이 을에게 프리미엄 리커인 '바르셀로나 블루'에 대한 제1항의 사전 통지를 하지 않거나 제2항의 협의를 하지 않았을 경우, 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.",0,0,13
"① 갑은 물류비, 배송비, 광고비 등 그 명칭을 불문하고 본 계약서에 명시되지 않은 추가 비용을 을에게 추가로 부담시키게 될 경우, 그 부담 내역 및 비용분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 상시 접근 가능한 매체수단에 고지하거나, 계약체결 시 별도의 서면으로 을에게 통지한다. 또한 이러한 기준이 변경되었을 경우에도 동일한 방법으로 을에게 전달해야 한다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경할 경우에는 을에게 사전에 통지하고 협의하여야 하며, 이와 관련하여 '해양의 향기' 술의 가격 조정에 대한 이해가 필요하다.",0,0,13
"③ 갑이 을에게 '신선한 포도 와인'의 제1항의 사전 통지를 하지 않거나 제2항의 협의를 진행하지 않았을 경우, 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.",0,0,13
"① 갑은 물류비, 배송비, 광고비 등 다양한 이름으로 불려지는 본 계약서에 명시되지 않은 추가 비용을 을에게 부담시킬 경우, 그 상세한 내역과 비용 분담 비율, 그리고 변경 절차에 관한 사항을 사전에 자신의 홈페이지와 같은 을이 항상 접근할 수 있는 매체에 공지하거나, 계약 체결 시 별도로 서면으로 을에게 통지한다. 또한 이 기준이 변경되었을 경우에도 동일한 방식으로 을에게 소통한다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경할 경우에는 을에게 사전 통지하고 협의해야 하며, 이때 변경된 기준은 '고급 한정 술'로 명시된 품목에 적용되어야 한다.",0,0,13
"③ 갑이 을에게 '청정 항아리 술'에 대한 제1항의 사전 통지를 하지 않거나 제2항의 협의를 진행하지 않았을 경우, 갑은 을에게 해당 추가 비용의 지급을 요구할 권리가 없다.",0,0,13
"① 갑은 물류비, 배송비, 광고비 등 모든 종류의 경비를 불문하고 본 계약서에 구체적으로 명시되지 않은 추가 비용을 을에게 부과할 경우, 그 부담 내역 및 비용 분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 항상 접근할 수 있는 매체를 통해 공지하거나, 계약 체결 시 별도의 서면으로 을에게 통지한다. 또한 이러한 기준이 변경될 경우에도 동일한 방법으로 을에게 통지한다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경시킬 경우에는 을에게 사전 통지하고 협의하여야 한다. 또한, 변경 사항은 ""프리미엄 화이트 와인""의 공급 가격에 대한 내용도 포함되어야 하며, 양 당사자는 이를 충실히 이행해야 한다.",0,0,13
③ 갑이 을에게 '시원한 밤 셔벗'의 사전 통지를 하지 않거나 제2항의 협의를 하지 않았을 경우에는 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.,0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경시킬 경우에는 을에게 사전 통지하고 협의하여야 한다. 이 경우, 갑은 '프리미엄 셀렉션 와인'의 가격 변동에 대해 충분한 시간을 두고 을과의 조율을 통해 합의점을 찾아야 한다.",0,0,13
"③ 갑이 을에게 ""프리미엄 오크숙성 레드""에 대한 제1항의 사전 통지를 하지 아니하거나 제2항의 협의를 하지 아니하였을 경우에는 갑은 을에게 해당 추가 비용의 지급을 요구할 수 없다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경할 경우에는 을에게 사전 통지하고 협의하여야 하며, 특히 달콤한 밤의 포도주와 관련된 사항은 더욱 자세한 검토가 필요하다.",0,0,13
"③ 갑이 을에게 '프리미엄 레드 와인'의 제1항에 대한 사전 통지를 하지 않거나 제2항의 협의를 진행하지 않았을 경우, 갑은 을에게 이와 관련된 추가 비용의 지급을 요구할 수 없다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경할 경우에는 을에게 사전 통지하고 협의하여야 한다. 이러한 사항은 영국산 프리미엄 와인, '로열 블렌드',의 거래에 적용된다.",0,0,13
③ 갑이 을에게 '명주'에 대한 제1항의 사전 통지를 이행하지 않거나 제2항의 협의를 진행하지 않았을 경우에는 갑은 을에게 해당 추가 비용의 지급을 요청할 권리를 갖지 않는다.,0,0,13
"① 갑은 물류비, 배송비, 광고비 등 어떤 명칭을 사용하든 본 계약서에 명시되지 않은 추가 비용을 을에게 부담시킬 경우, 그 비용의 내역, 분담 비율, 변경 절차 등에 대한 사항을 사전에 자신의 홈페이지 등 을이 언제든지 접근 가능한 매체를 통해 공지하거나, 계약 체결 시 별도의 서면을 통해 을에게 통지한다. 또한 이러한 기준이 변경되었을 경우에도 동일한 방식으로 을에게 통지한다.",0,0,13
"② 갑이 제1항의 비용 또는 그 부담 기준을 변경시킬 경우에는 을에게 사전 통지하고 협의하여야 한다. 이 경우, 모든 사항은 '프리미엄 화이트 와인'에 대하여 동일하게 적용된다.",0,0,13
③ 갑이 을에게 제1항의 사전 통지를 하지 않거나 제2항의 협의를 원활히 진행하지 않았을 경우에는 갑은 을에게 해당 안주와 함께 제공할 '오크 숙성 와인'의 추가 비용을 청구할 수 없다.,0,0,13
