article_number,clause_number,sub_clause_number,unfair_label,law_article,content
8,2,1,0,0,"
제11조 [판촉행사 참여 등]
① 갑은 바디워시의 판매촉진을 위하여 다음 조건에 따라 을로부터 판매장려금을 수령할 수 있다.  
명칭: 바디워시  
종류: 허브향 보습 바디워시  
지급목적: 소비자 구매 증가 및 브랜드 인지도 향상  
지급시기: 판매 성과 확인 후  
지급횟수: 연 2회  
판매장려금률(액): 초과판매액의 5%  
판매: 5,000개 이상  
인센티브: 성과장려금  
갑이 일정한 양 이상의 바디워시를 판매 시 판매독려  
성과 달성 시  
연 2회  
초과판매액의 5%  
② 제1항의 바디워시 판매장려금률 및 그 액수의 결정기준, 결정절차와 변경에 대한 사유, 기준, 절차는 아래와 같이 구체적으로 규정된다.
  1. 결정기준:
  2. 결정절차:
  3. 변경사유:
  4. 변경기준:
  5. 변경절차: 
※ 결정기준 및 변경기준 - 갑과 을 간의 상품거래량 및 각 당사자의 상대방에 대한 매출액이 전체 매출액에서 차지하는 비중, 거래기간, 갑의 판매장려금 정책 등을 종합적으로 감안하여 실제 부과하는 판매장려금의 수준을 결정·변경하기 위한 기준을 기재
※ 결정절차 및 변경절차 - 담당 MD와 납품업체 간의 협의절차, 협의 불성립 시 재협의절차, 결정된 판매장려금 수준의 통지 및 확인 등과 같은 절차적 사항을 기재
※ 변경사유 - 매출액의 증감, 시장상황의 변동과 같이 판매장려금률의 인상/인하가 필요한 사유를 기재
③ 갑은 계약기간 중 정당한 사유 없이 제1항의 판매장려금과 관련한 사항을 을에게 불리하게 수정하거나, 을에게 제1항의 판매장려금 이외에 자기 또는 제3자를 위하여 금전, 제품, 서비스, 그 외의 경제적 이익을 제공하도록 강요하지 않는다."
8,2,3,0,0,"
제11조 [판촉행사 참여 등]
① 갑은 바디워시 '퍼퓸 프레시'의 판매촉진을 위하여 다음 조건에 따라 을로부터 판매장려금을 수령할 수 있다.  
명칭  
종류  
지급목적  
지급시기  
지급횟수  
판매장려금률(액)  
판매  
인센티브  
(예시)  
성과장려금  
갑이 정해진 양 이상의 바디워시를 판매 시 판매 독려  
성과 달성 시  
연 ( )회  
초과판매액의  
( )%  
② 제1항의 바디워시 판매장려금 비율(금액)의 결정기준, 결정절차 및 변경사유, 변경기준, 변경절차는 각각 다음과 같다.
  1. 결정기준:
  2. 결정절차:
  3. 변경사유:
  4. 변경기준:
  5. 변경절차: 
※ 결정기준 및 변경기준 - 갑과 을 간의 상품거래량 및 각 당사자의 상대방에 대한 매출액이 전체 매출액에서 차지하는 비중, 거래기간, 갑의 판매장려금 정책 등을 종합적으로 감안하여 실제 부과하는 판매장려금의 수준을 결정·변경하기 위한 기준을 기재
※ 결정절차 및 변경절차 - 담당 MD와 납품업체 간의 협의절차, 협의 불성립 시 재협의절차, 결정된 판매장려금 수준의 통지 및 확인 등과 같은 절차적 사항을 기재
※ 변경사유 - 매출액의 증감, 시장상황의 변동과 같이 판매장려금률의 인상/인하가 필요한 사유를 기재
③ 갑은 계약기간 동안 정당한 사유 없이 바디워시에 대한 판매장려금과 관련된 내용을 을에게 불리하게 수정하거나, 을에게 바디워시의 판매장려금 외에 개인 또는 제3자를 위해 금전적, 물품, 용역, 기타 경제적 이익을 제공하도록 강요하지 아니한다."
8,2,2,0,0,"
제11조 [판촉행사 참여 등]
① 갑은 바디워시 '퍼퓸 인핸서'의 판매촉진을 위하여 다음 조건에 따라 을로부터 판매장려금을 수령할 수 있다.  
명칭  
종류  
지급목적  
지급시기  
지급횟수  
판매장려금률(액)  
판매  
인센티브  
(예시)  
성과장려금  
갑이 일정한 양 이상의 바디워시를 판매 시 판매독려  
성과 달성 시  
연 (2)회  
초과판매액의  
(5)%  
② 제1항의 바디워시 판매장려금률(액)의 결정기준과 결정절차, 그리고 변경사유와 변경기준, 변경절차는 각각 다음과 같이 규정된다.
  1. 결정기준:
  2. 결정절차:
  3. 변경사유:
  4. 변경기준:
  5. 변경절차: 
※ 결정기준 및 변경기준 - 갑과 을 간의 상품거래량 및 각 당사자의 상대방에 대한 매출액이 전체 매출액에서 차지하는 비중, 거래기간, 갑의 판매장려금 정책 등을 종합적으로 감안하여 실제 부과하는 판매장려금의 수준을 결정·변경하기 위한 기준을 기재
※ 결정절차 및 변경절차 - 담당 MD와 납품업체 간의 협의절차, 협의 불성립 시 재협의절차, 결정된 판매장려금 수준의 통지 및 확인 등과 같은 절차적 사항을 기재
※ 변경사유 - 매출액의 증감, 시장상황의 변동과 같이 판매장려금률의 인상/인하가 필요한 사유를 기재
③ 갑은 계약기간 중 정당한 사유 없이 바디워시와 관련한 판매장려금의 사항을 을에게 불리하게 수정하거나, 을에게 바디워시의 판매장려금 외에 자기 또는 제3자를 위하여 금전, 물품, 용역, 그 밖의 경제적 이익을 제공하도록 강요하지 않는다."
8,2,4,0,0,"
제11조 [판촉행사 참여 등]
① 갑은 바디워시의 판매촉진을 위하여 다음 조건에 따라 을로부터 판매장려금을 수령할 수 있다.  
명칭: 바디워시 응원금  
종류: 판매촉진 보조금  
지급목적: 바디워시의 판매 증가 유도  
지급시기: 판매 목표 달성 시  
지급횟수: 연 2회  
판매장려금률(액): 초과판매액의 5%  
판매: 바디워시  
인센티브: 성과장려금  
갑이 일정한 양 이상의 바디워시를 판매 시 판매독려  
성과 달성 시  
연 2회  
초과판매액의 5%
② 제1항의 바디워시 판매장려금 비율(금액)의 결정기준과 절차, 변경 사유 및 기준, 그리고 변경 절차는 각각 다음과 같이 정의된다.
  1. 결정기준:
  2. 결정절차:
  3. 변경사유:
  4. 변경기준:
  5. 변경절차: 
※ 결정기준 및 변경기준 - 갑과 을 간의 상품거래량 및 각 당사자의 상대방에 대한 매출액이 전체 매출액에서 차지하는 비중, 거래기간, 갑의 판매장려금 정책 등을 종합적으로 감안하여 실제 부과하는 판매장려금의 수준을 결정·변경하기 위한 기준을 기재
※ 결정절차 및 변경절차 - 담당 MD와 납품업체 간의 협의절차, 협의 불성립 시 재협의절차, 결정된 판매장려금 수준의 통지 및 확인 등과 같은 절차적 사항을 기재
※ 변경사유 - 매출액의 증감, 시장상황의 변동과 같이 판매장려금률의 인상/인하가 필요한 사유를 기재
③ 갑은 계약 기간 동안 정당한 이유 없이 '상쾌한 기분 바디워시'와 관련된 사항을 을에게 불리하게 수정하거나, 을에게 '상쾌한 기분 바디워시' 외에 본인 또는 제3자를 위해 금전, 물품, 용역, 기타 경제적 이익을 제공하도록 요구하지 않는다."
8,2,2,0,0,"
제11조 [판촉행사 참여 등]
① 갑은 바디워시의 판매 촉진을 위하여 다음 조건에 따라 을로부터 판매장려금을 수령할 수 있다.  
명칭: 바디워시  
종류: 스파클링 시트러스 바디워시  
지급목적: 판매 촉진 및 시장 점유율 확대  
지급시기: 성과 달성 후 즉시  
지급횟수: 연 2회  
판매장려금률(액): 초과판매액의 5%  
판매: 스파클링 시트러스 바디워시  
인센티브:  
성과장려금  
갑이 일정한 양 이상의 바디워시를 판매 시 판매 독려  
성과 달성 시  
연 2회  
초과판매액의 5%  
② 제1항의 바디워시 판매장려금률(액)의 결정기준, 결정절차 및 변경사유, 변경기준, 변경절차는 각각 아래와 같이 정해진다.
  1. 결정기준:
  2. 결정절차:
  3. 변경사유:
  4. 변경기준:
  5. 변경절차: 
※ 결정기준 및 변경기준 - 갑과 을 간의 상품거래량 및 각 당사자의 상대방에 대한 매출액이 전체 매출액에서 차지하는 비중, 거래기간, 갑의 판매장려금 정책 등을 종합적으로 감안하여 실제 부과하는 판매장려금의 수준을 결정·변경하기 위한 기준을 기재
※ 결정절차 및 변경절차 - 담당 MD와 납품업체 간의 협의절차, 협의 불성립 시 재협의절차, 결정된 판매장려금 수준의 통지 및 확인 등과 같은 절차적 사항을 기재
※ 변경사유 - 매출액의 증감, 시장상황의 변동과 같이 판매장려금률의 인상/인하가 필요한 사유를 기재
③ 갑은 계약기간 중 정당한 사유 없이 바디워시와 관련한 사항을 을에게 불리하게 변경하거나, 을에게 바디워시 외에 자기 또는 제3자를 위하여 금전, 물품, 용역, 그 밖의 경제적 이익을 제공하게 하지 아니한다."
8,2,3,0,0,"
제11조 [판촉행사 참여 등]
① 갑은 바디워시의 판매촉진을 위하여 다음 조건에 따라 을로부터 판매장려금을 수령할 수 있다.  
명칭: 울트라 모이스처 바디워시  
종류: 보습형 바디워시  
지급목적: 판매 촉진 및 소비자 인지도 향상  
지급시기: 매 분기 말  
지급횟수: 연 4회  
판매장려금률(액): 초과판매액의 5%  
판매: 10,000개 이상  
인센티브: 성과장려금  
갑이 일정한 양 이상의 바디워시를 판매 시 판매독려  
성과 달성 시  
연 2회  
초과판매액의 5%  
② 제1항의 바디워시 판매장려금률(액)의 결정기준, 결정절차 및 변경사유, 변경기준, 변경절차는 각각 다음과 같다.
  1. 결정기준:
  2. 결정절차:
  3. 변경사유:
  4. 변경기준:
  5. 변경절차: 
※ 결정기준 및 변경기준 - 갑과 을 간의 상품거래량 및 각 당사자의 상대방에 대한 매출액이 전체 매출액에서 차지하는 비중, 거래기간, 갑의 판매장려금 정책 등을 종합적으로 감안하여 실제 부과하는 판매장려금의 수준을 결정·변경하기 위한 기준을 기재
※ 결정절차 및 변경절차 - 담당 MD와 납품업체 간의 협의절차, 협의 불성립 시 재협의절차, 결정된 판매장려금 수준의 통지 및 확인 등과 같은 절차적 사항을 기재
※ 변경사유 - 매출액의 증감, 시장상황의 변동과 같이 판매장려금률의 인상/인하가 필요한 사유를 기재
③ 갑은 계약기간 중 정당한 사유 없이 제1항의 바디워시 판매장려금과 관련한 사항을 을에게 불리하게 변경하거나, 을에게 제1항의 바디워시 판매장려금 외에 자기 또는 제3자를 위하여 금전, 물품, 용역, 그 밖의 경제적 이익을 제공하게 하지 않는다."
8,3,0,0,0,"
제11조 [판촉행사 참여 등]
① 갑은 바디워시의 판매촉진을 위하여 다음 조건에 따라 을로부터 판매장려금을 수령할 수 있다.  
명칭: 프레쉬 워시  
종류: 바디클렌저  
지급목적: 판매 증진을 위한 동기 부여  
지급시기: 목표 달성 후  
지급횟수: 연 2회  
판매장려금률(액): 초과판매액의 5%  
판매: 인센티브  
성과장려금: 갑이 정해진 기준에 따라 일정량 이상의 바디워시를 판매 시 판매 독려  
성과 달성 시: 즉시 지급  
연: 2회  
초과판매액의: 5%  
② 제1항의 판매장려금률(액)의 결정기준, 결정절차 및 변경사유, 변경기준, 변경절차는 각각 다음과 같이 규정된다.
  1. 결정기준:
  2. 결정절차:
  3. 변경사유:
  4. 변경기준:
  5. 변경절차: 
※ 결정기준 및 변경기준 - 갑과 을 간의 상품거래량 및 각 당사자의 상대방에 대한 매출액이 전체 매출액에서 차지하는 비중, 거래기간, 갑의 판매장려금 정책 등을 종합적으로 감안하여 실제 부과하는 판매장려금의 수준을 결정·변경하기 위한 기준을 기재
※ 결정절차 및 변경절차 - 담당 MD와 납품업체 간의 협의절차, 협의 불성립 시 재협의절차, 결정된 판매장려금 수준의 통지 및 확인 등과 같은 절차적 사항을 기재
※ 변경사유 - 매출액의 증감, 시장상황의 변동과 같이 판매장려금률의 인상/인하가 필요한 사유를 기재
③ 갑은 계약기간 동안 정당한 이유 없이 '스위트 블라썸 바디워시'와 관련된 판매장려금의 조건을 을에게 불리하게 수정하거나, 을에게 이 바디워시 이외에 자기 또는 제3자를 위해 금전, 용품, 서비스, 기타 경제적 이득을 제공하도록 하지 않는다."
8,2,4,0,0,"
제11조 [판촉행사 참여 등]
① 갑은 바디워시의 판매촉진을 위하여 다음 조건에 따라 을로부터 판매장려금을 수령할 수 있다.  
명칭  
종류  
지급목적  
지급시기  
지급횟수  
판매장려금률(액)  
판매  
인센티브  
(예시)  
성과장려금  
갑이 일정한 양 이상의 바디워시를 판매 시 판매독려  
성과 달성 시  
연 ( )회  
초과판매액의  
( )%  
② 제1항의 판매장려금률(액)의 결정기준, 결정절차 및 변경사유, 변경기준, 변경절차는 각각 다음과 같이 지정된다. 예를 들어, '하이딥 바디워시'의 경우, 특정 판매량이 초과될 경우 장려금률이 상승하는 구조를 가지며, 이에 따라 판매자의 성과를 적절히 보상하기 위해 정해진 기준을 따른다.
  1. 결정기준:
  2. 결정절차:
  3. 변경사유:
  4. 변경기준:
  5. 변경절차: 
※ 결정기준 및 변경기준 - 갑과 을 간의 상품거래량 및 각 당사자의 상대방에 대한 매출액이 전체 매출액에서 차지하는 비중, 거래기간, 갑의 판매장려금 정책 등을 종합적으로 감안하여 실제 부과하는 판매장려금의 수준을 결정·변경하기 위한 기준을 기재
※ 결정절차 및 변경절차 - 담당 MD와 납품업체 간의 협의절차, 협의 불성립 시 재협의절차, 결정된 판매장려금 수준의 통지 및 확인 등과 같은 절차적 사항을 기재
※ 변경사유 - 매출액의 증감, 시장상황의 변동과 같이 판매장려금률의 인상/인하가 필요한 사유를 기재
③ 갑은 계약기간 중 정당한 사유 없이 제1항의 '네이처 퓨어 바디워시'와 관련한 사항을 을에게 불리하게 변경하거나, 을에게 제1항의 '네이처 퓨어 바디워시' 외에 자기 또는 제3자를 위하여 금전, 물품, 용역, 그 밖의 경제적 이익을 제공하게 하지 아니한다."
8,2,4,0,0,"
제11조 [판촉행사 참여 등]
① 갑은 바디워시의 판매촉진을 위하여 다음 조건에 따라 을로부터 판매장려금을 수령할 수 있다.  
명칭: 프레쉬 젤 바디워시  
종류: 바디 클렌징 제품  
지급목적: 판매 독려 및 매출 증대  
지급시기: 성과 달성 후  
지급횟수: 연 (1)회  
판매장려금률(액): 초과판매액의 (5)%  
판매: 인센티브  
(예시)  
성과장려금  
갑이 일정한 양 이상의 바디워시를 판매 시 판매독려  
성과 달성 시  
연 (1)회  
초과판매액의  
(5)%  
② 제1항의 바디워시에 대한 판매장려금의 비율(금액)의 결정 기준, 결정 절차 및 변경 사유, 변경 기준, 변경 절차는 각각 다음과 같이 마련된다.
  1. 결정기준:
  2. 결정절차:
  3. 변경사유:
  4. 변경기준:
  5. 변경절차: 
※ 결정기준 및 변경기준 - 갑과 을 간의 상품거래량 및 각 당사자의 상대방에 대한 매출액이 전체 매출액에서 차지하는 비중, 거래기간, 갑의 판매장려금 정책 등을 종합적으로 감안하여 실제 부과하는 판매장려금의 수준을 결정·변경하기 위한 기준을 기재
※ 결정절차 및 변경절차 - 담당 MD와 납품업체 간의 협의절차, 협의 불성립 시 재협의절차, 결정된 판매장려금 수준의 통지 및 확인 등과 같은 절차적 사항을 기재
※ 변경사유 - 매출액의 증감, 시장상황의 변동과 같이 판매장려금률의 인상/인하가 필요한 사유를 기재
③ 갑은 계약기간 중 정당한 사유 없이 '프레시 스킨 바디워시'와 관련한 사항을 을에게 불리하게 변경하거나, 을에게 '프레시 스킨 바디워시' 외에 자기 또는 제3자를 위하여 금전, 물품, 용역, 그 밖의 경제적 이익을 제공하게 하지 아니한다."
8,1,0,0,0,"
제11조 [판촉행사 참여 등]
① 갑은 바디워시의 판매촉진을 위하여 다음 조건에 따라 을로부터 판매장려금을 수령할 수 있다.  
명칭: 프레시 스킨 바디워시  
종류: 샤워용 세정제  
지급목적: 판매 촉진을 위한 인센티브 제공  
지급시기: 성과 달성 후 즉시  
지급횟수: 연 2회  
판매장려금률(액): 초과판매액의 5%  
판매: 매출 목표 달성된 경우  
인센티브: 추가 보상 지급  
성과장려금: 갑이 일정한 양 이상의 바디워시를 판매 시 판매 독려  
성과 달성 시: 판매 목표가 충족되었을 때  
연 2회: ث기준에 따른 지급  
초과판매액의 5%: 초과 부분에 대한 보상 비율
② 제1항의 바디워시 판매장려금률(액)의 결정기준, 결정절차 및 변경사유, 변경기준, 변경절차는 각각 아래와 같이 규정된다.
  1. 결정기준:
  2. 결정절차:
  3. 변경사유:
  4. 변경기준:
  5. 변경절차: 
※ 결정기준 및 변경기준 - 갑과 을 간의 상품거래량 및 각 당사자의 상대방에 대한 매출액이 전체 매출액에서 차지하는 비중, 거래기간, 갑의 판매장려금 정책 등을 종합적으로 감안하여 실제 부과하는 판매장려금의 수준을 결정·변경하기 위한 기준을 기재
※ 결정절차 및 변경절차 - 담당 MD와 납품업체 간의 협의절차, 협의 불성립 시 재협의절차, 결정된 판매장려금 수준의 통지 및 확인 등과 같은 절차적 사항을 기재
※ 변경사유 - 매출액의 증감, 시장상황의 변동과 같이 판매장려금률의 인상/인하가 필요한 사유를 기재
③ 갑은 계약기간 중 정당한 사유 없이 '미네랄바디워시'와 관련한 조건을 을에게 불리하게 수정하거나, 을에게 '미네랄바디워시' 외에 자신의 이익이나 제3자의 이익을 위해 금전, 물품, 용역, 기타 경제적 혜택을 제공하도록 요구하지 아니한다."
