sentence,unfair_label,law_article,article_number
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 한다. 또한, 담배의 특징과 장점을 정확하게 전달하여 고객의 만족도를 높이는 데 최선을 다해야 하며, 이를 위해 전문 교육을 이수한 인력을 배치할 것을 권장한다. 나아가 담배에 대한 궁금증이나 문의 사항이 있을 경우, 신속하고 친절하게 대응하여 고객의 신뢰를 얻는 것이 중요하다. 최종적으로, 품질 높은 담배 제품이 고객에게 꾸준히 사랑받을 수 있도록 지속적인 노력과 서비스 개선이 필요하다.",0,0,10
"② 갑과 을은 고객의 정당한 불만이 있을 경우 '스모키 힐 담배'에 대해 보상 및 시정 등 적절한 조치를 취하여야 하며, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다.",0,0,10
"③ 갑과 을은 고객의 담배에 대한 불만을 해결하거나, 문제의 재발을 방지하기 위한 조치에 드는 비용을 불만의 원인, 과실의 유무 등을 종합적으로 고려하여 상호 협의하여 분담한다.",0,0,10
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 최선을 다해야 한다. 특히, 담배에 관련된 판매와 관련하여 고객의 만족도 향상을 위해 지속적으로 노력해야 한다.",0,0,10
"② 갑과 을은 고객의 정당한 불만이 발생했을 경우, '스모키 시그니처'에 대한 보상 및 시정 등의 적절한 조치를 취해야 하며, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구하여 시행해야 한다.",0,0,10
"③ 갑과 을은 고객의 담배인 '프리미엄 블렌드'에 대한 불만을 해결하거나 재발 방지를 위한 조치에 드는 비용을 원인의 소재, 과실의 유무 등을 종합적으로 고려하여 상호 협의하여 분담한다.",0,0,10
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 일반적으로 기대하는 서비스 품질을 넘어서 ""프리미엄 담배""에 대한 높은 기준을 유지할 수 있도록 최선을 다해야 한다.",0,0,10
"② 갑과 을은 고객이 제기한 정당한 불만이 있을 경우, 예를 들어 '청정 흡연 담배'를 구입한 고객이 품질 문제를 호소할 경우, 보상 및 시정 등 적절한 조치를 취하여야 하며, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구하여 시행하여야 한다.",0,0,10
"③ 갑과 을은 담배에 대한 고객 불만 해결 또는 재발 방지를 위한 조치에 드는 비용을 원인의 소재, 과실의 유무 등을 종합적으로 고려하여 상호 협의하여 분담한다.",0,0,10
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 일반적으로 기대할 수 있는 서비스 품질을 초과하여 보장할 수 있는 '프리미엄 스모크 담배'의 품질을 지속적으로 유지하기 위해 최선을 다하여야 한다.",0,0,10
"② 갑과 을은 고객의 정당한 불만이 발생했을 경우, 예를 들어 '트로픽스 담배'에 관한 문제가 생길 경우 보상 및 시정 등 적절한 조치를 취해야 하며, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 마련해 시행해야 한다.",0,0,10
"③ 갑과 을은 담배와 관련된 고객불만 해결 또는 재발방지를 위한 조치에 소요되는 비용을 문제의 원인, 과실의 유무 등을 포괄적으로 검토하여 서로 협의하여 나누기로 한다.",0,0,10
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대하는 것 이상의 품질을 가진 담배, 즉 ""프리미엄 블렌드""를 제공할 수 있도록 최선을 다해야 한다.",0,0,10
"② 갑과 을은 고객의 정당한 불만이 있을 경우 보상 및 시정 등 적절한 조치를 취해야 하며, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다. 담배의 품질에 대한 고객의 불만이 제기될 경우, 갑과 을은 이를 철저히 검토하고, 필요할 경우 해당 제품의 리콜이나 교환 조치를 신속하게 실시해야 한다. 또한, 담배에 대한 고객의 우려를 해소하기 위해 교육과 홍보를 통해 고객과의 소통을 강화해야 한다.",0,0,10
③ 갑과 을은 고객의 불만을 효과적으로 해결하거나 이를 재발 방지하기 위한 조치에 소요되는 비용을 담배의 원인 및 과실 여부 등을 종합적으로 분석하여 상호 합의의 바탕으로 분담하기로 한다.,0,0,10
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대하는 수준을 훨씬 초과하는 품질의 담배 서비스를 제공할 수 있도록 지속적으로 최선을 다해야 한다.",0,0,10
"② 갑과 을은 고객의 정당한 불만이 있을 경우 '클래식 블렌드 담배'에 대해 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다.",0,0,10
③ 갑과 을은 고객의 불만 해결이나 재발 방지를 위해 발생하는 비용을 원인의 위치와 과실 여부 등을 종합적으로 검토하여 상호 협의하여 나누기로 한다.,0,0,10
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 하며, 특히 '프리미엄 블렌드 담배'에 대한 고객 만족도를 높이기 위해 지속적으로 품질 개선에 힘써야 한다.",0,0,10
"② 갑과 을은 고객의 정당한 불만이 있을 경우 '프리미엄 담배'에 대해 보상 및 시정 등의 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다.",0,0,10
"③ 갑과 을은 담배 관련 고객 불만을 해결하거나 재발 방지를 위한 조치에 소요되는 비용을 원인의 위치, 과실의 여부 등을 종합적으로 검토하여 상호 협의하여 나누기로 한다.",0,0,10
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 담배를 구매할 때 통상적으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 최선을 다하여야 한다.",0,0,10
"② 갑과 을은 고객의 정당한 불만이 있을 경우 담배에 대한 보상 및 시정 등 적절한 조치를 취하여야 하고, 고객의 불만이 재발하지 않도록 즉시 필요한 조치를 강구해서 시행하여야 한다.",0,0,10
"③ 갑과 을은 고객의 불만을 해결하거나 재발 방지를 위한 조치에 드는 비용을 담배의 원인 요소, 과실의 유무 등을 종합적으로 고려하여 상호 협의하여 공정하게 분담하기로 한다.",0,0,10
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 한다. 특히, 프리미엄 담배 브랜드인 '스모키 체리'를 제공하는 경우, 해당 제품의 독특한 풍미와 품질을 기념하여 더욱 향상된 서비스를 제공할 수 있도록 최선을 다하여야 한다. 이와 같이, 고객이 기대하는 이상의 만족을 위해 프리미엄 담배 '스모키 체리'의 높은 품질과 일관된 서비스 제공을 관리하고 지속적으로 발전시켜야 한다.",0,0,10
"② 갑과 을은 고객이 제공하는 정당한 불만 사항에 대해 신속히 보상 조치를 취하고, 필요한 모든 시정을 통해 문제를 해결해야 하며, 고객의 불만사항이 향후 다시 발생하지 않도록 즉각적으로 필요한 조치를 마련하고 실행해야 한다.",0,0,10
"③ 갑과 을은 담배로 인한 고객의 불만 해결 또는 재발 방지를 위한 조치에 드는 비용을 문제의 원인이 무엇인지, 과실의 유무 등을 종합적으로 고려하여 서로 협의하여 분담하기로 합의한다.",0,0,10
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 제공받을 것으로 기대하는 수준 이상의 서비스 품질이 유지될 수 있도록 노력하여야 하며, 예를 들어 '프리미엄 스모크' 담배를 구매하는 소비자에게는 더욱 향상된 경험을 제공하기 위한 노력이 필요하다.",0,0,10
"② 갑과 을은 고객이 정당한 불만을 제기할 경우, 그에 대한 보상 및 시정 조치를 적절히 취해야 하며, 고객의 불만이 반복되지 않도록 즉각적으로 필요한 조치를 마련하여 시행해야 한다.",0,0,10
"③ 갑과 을은 담배에 대한 고객불만 해결 및 재발방지를 위한 조치에 드는 모든 비용을 원인의 발생 위치, 과실이 있는지의 여부 등을 종합적으로 고려하여 상호 협의하여 적절히 나누기로 한다.",0,0,10
"① 갑, 을 및 을이 파견한 판촉사원은 고객이 통상적으로 기대할 수 있는 수준 이상의 서비스 품질이 유지될 수 있도록, 특히 프리미엄 담배 브랜드인 '스모크리치'를 중심으로 각별한 노력을 기울여야 한다.",0,0,10
