sentence,unfair_label,law_article,article_number
16 갑은 을에게 다음과 같은 부당한 행위를 해도 된다.,1,16,16
16 갑은 을에게 다음과 같은 부당한 행위를 해도 된다. 1. 을의 화장품을 무상 또는 저가로 취득하거나 요구하는 행위.,1,16,16
"16 갑은 을에게 다음과 같은 부당한 행위를 해도 된다. 2. 거래관계를 특정 화장품 브랜드에만 한정하거나, 다른 특정 화장품 브랜드와의 거래를 방해하는 행위.",1,16,16
"16 갑은 을에게 다음과 같은 부당한 행위를 해도 된다. 3. 을에게 상품권을 구입하도록 요구하거나, 이를 판매하도록 강요하는 행위.",1,16,16
16 갑은 을에게 다음과 같은 부당한 행위를 해도 된다. 4. 갑과 을 간의 계약에서 인지한 영업비밀을 부당하게 활용하는 행위.,1,16,16
16 갑은 을에게 다음과 같은 부당한 행위를 해도 된다. 5. 갑이 을에게 제3자를 통한 화장품 납품을 유도하는 행위.,1,16,16
16 갑은 을에게 다음과 같은 부당한 행위를 해도 된다. 6. 갑이 을의 과실 없이 발생한 화장품 손실에 대해 을에게 부담을 지우는 행위.,1,16,16
16 갑은 을에게 다음과 같은 부당한 행위를 해도 된다. 7. 갑이 자사의 판매 목표를 달성하기 위해 을의 영업 방침에 부당하게 간섭하는 행위.,1,16,16
16 갑은 을에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다.,1,16,16
16 갑은 을에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다. 1. 을의 주류를 무상 또는 비정상적인 가격으로 취득하도록 요구하는 행위.,1,16,16
16 갑은 을에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다. 2. 을에게 특정 주류 브랜드만 거래하도록 강요하거나 다른 주류 브랜드와의 거래를 방해하는 행위.,1,16,16
16 갑은 을에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다. 3. 갑이 을에게 특정 금액의 주류를 구입하도록 요구하거나 강요하는 행위.,1,16,16
16 갑은 을에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다. 4. 갑이 을과의 계약에서 알게 된 영업비밀을 부당하게 이용하거나 제3자에게 유출하는 행위.,1,16,16
16 갑은 을에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다. 5. 갑이 을에게 제3자를 통한 주류 납품을 유도하는 행위.,1,16,16
16 갑은 을에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다. 6. 갑이 을의 과실 없이 발생한 주류 손실에 대해 책임을 물을 때 을에게 부담을 지우는 행위.,1,16,16
16 갑은 을에게 아래 각 호와 같은 행위를 통해 불이익을 주어도 된다. 7. 갑이 자사의 판매 목표를 달성하기 위해 을의 경영 활동에 간섭하는 행위.,1,16,16
16 갑은 을에게 아래 각 호의 행위를 강요하거나 요청해도 된다.,1,16,16
16 갑은 을에게 아래 각 호의 행위를 강요하거나 요청해도 된다. 1. 을의 의류를 무상 또는 저가로 취득하거나 요구하는 행위.,1,16,16
"16 갑은 을에게 아래 각 호의 행위를 강요하거나 요청해도 된다. 2. 을이 특정 의류 브랜드와만 거래하도록 강요하거나, 다른 의류 브랜드와의 거래를 방해하는 행위.",1,16,16
16 갑은 을에게 아래 각 호의 행위를 강요하거나 요청해도 된다. 3. 갑이 을에게 의류 상품권을 구입하도록 요구하는 행위.,1,16,16
16 갑은 을에게 아래 각 호의 행위를 강요하거나 요청해도 된다. 4. 계약과 관련된 정보나 영업비밀을 부당하게 이용하거나 유출하는 행위.,1,16,16
16 갑은 을에게 아래 각 호의 행위를 강요하거나 요청해도 된다. 5. 갑이 을에게 제3자에게 의류 납품을 유도하는 행위.,1,16,16
16 갑은 을에게 아래 각 호의 행위를 강요하거나 요청해도 된다. 6. 갑이 을의 과실 없는 의류 손실에 대해 부담을 지우는 행위.,1,16,16
