sentence,unfair_label,law_article,article_number
"① 화장품 판매 촉진을 위한 할인 행사나 특별 이벤트(이하 판촉행사라 한다)를 진행하며, 이에 소요되는 비용 전부를 을이 부담하도록 하고, 갑은 다음 각 호의 사항을 서면에 명시하지 않고 행사에 착수할 수 있다.",1,11,11
"① 화장품 판매 촉진을 위한 할인 행사나 특별 이벤트(이하 판촉행사라 한다)를 진행하며, 이에 소요되는 비용 전부를 을이 부담하도록 하고, 갑은 다음 각 호의 사항을 서면에 명시하지 않고 행사에 착수할 수 있다. 1. 판촉행사의 명칭, 목적, 기간",1,11,11
"① 화장품 판매 촉진을 위한 할인 행사나 특별 이벤트(이하 판촉행사라 한다)를 진행하며, 이에 소요되는 비용 전부를 을이 부담하도록 하고, 갑은 다음 각 호의 사항을 서면에 명시하지 않고 행사에 착수할 수 있다. 2. 판촉행사를 통해 판매될 제품군 및 주요 품목",1,11,11
"① 화장품 판매 촉진을 위한 할인 행사나 특별 이벤트(이하 판촉행사라 한다)를 진행하며, 이에 소요되는 비용 전부를 을이 부담하도록 하고, 갑은 다음 각 호의 사항을 서면에 명시하지 않고 행사에 착수할 수 있다. 3. 행사에 예상되는 비용 규모 및 구체적인 사용처",1,11,11
"① 화장품 판매 촉진을 위한 할인 행사나 특별 이벤트(이하 판촉행사라 한다)를 진행하며, 이에 소요되는 비용 전부를 을이 부담하도록 하고, 갑은 다음 각 호의 사항을 서면에 명시하지 않고 행사에 착수할 수 있다. 4. 판촉행사로 인해 갑과 을이 각각 얻게 될 것으로 예상되는 경제적 이익(이하 예상이익이라 한다)의 비율",1,11,11
"① 화장품 판매 촉진을 위한 할인 행사나 특별 이벤트(이하 판촉행사라 한다)를 진행하며, 이에 소요되는 비용 전부를 을이 부담하도록 하고, 갑은 다음 각 호의 사항을 서면에 명시하지 않고 행사에 착수할 수 있다. 5. 판촉행사 비용(상품 홍보와 관련된 모든 비용을 말하며, 이하 판촉비용이라 한다)의 분담 비율 또는 총액",1,11,11
"② 갑은 정당한 사유 없이 을이 원하지 않는 판촉행사에 강제로 참여시키거나, 을의 화장품 광고를 의무적으로 진행하도록 요구하지 않는다.",0,0,11
"③ 제1항제5호에 따른 판촉비용의 분담 비율은 갑과 을이 예상이익 비율에 따라 산정하며, 예상이익 비율 산정이 어렵거나 불분명한 경우 양측의 이익을 동일한 것으로 본다.",0,0,11
"④ 제3항에 따라 산정된 을의 판촉비용 분담 비율은 50%를 초과할 수 없으며, 초과분은 갑이 부담한다.",0,0,11
"⑤ 을이 자발적으로 차별화된 판촉행사를 제안하여 진행하려는 경우, 갑과 을은 협의를 통해 판촉비용 분담 비율을 새롭게 결정할 수 있다.    ※ 갑이 판촉행사를 주관하는 경우, 을을 대상으로 공개모집을 실시하고 자율적 참여를 보장한다. 을이 자신이 제공하는 제품의 할인 항목과 할인율을 스스로 정할 경우, 자발성·차별성이 인정되어 상호 협의에 따라 분담 비율 조정 가능.",0,0,11
